clu_148,2917,0.006106
clu_118,2888,0.006046
clu_166,2886,0.006041
clu_5,2769,0.005797
clu_122,2759,0.005776
clu_36,2685,0.005621
clu_205,2593,0.005428
clu_178,2546,0.005330
clu_288,2537,0.005311
clu_251,2461,0.005152
clu_99,2435,0.005097
clu_245,2422,0.005070
clu_280,2404,0.005032
clu_296,2391,0.005005
clu_266,2389,0.005001
clu_238,2386,0.004995
clu_281,2385,0.004993
clu_240,2350,0.004919
clu_218,2348,0.004915
clu_86,2335,0.004888
clu_259,2333,0.004884
clu_121,2332,0.004882
clu_59,2312,0.004840
clu_181,2312,0.004840
clu_34,2306,0.004827
clu_78,2304,0.004823
clu_42,2294,0.004802
clu_278,2290,0.004794
clu_183,2285,0.004783
clu_81,2277,0.004767
clu_272,2270,0.004752
clu_196,2264,0.004739
clu_243,2256,0.004723
clu_236,2243,0.004695
clu_171,2241,0.004691
clu_103,2240,0.004689
clu_262,2234,0.004677
clu_60,2233,0.004674
clu_192,2231,0.004670
clu_154,2228,0.004664
clu_215,2221,0.004649
clu_82,2216,0.004639
clu_246,2213,0.004633
clu_221,2196,0.004597
clu_264,2189,0.004582
clu_68,2184,0.004572
clu_271,2176,0.004555
clu_157,2175,0.004553
clu_167,2170,0.004543
clu_151,2164,0.004530
clu_90,2152,0.004505
clu_65,2148,0.004497
clu_106,2140,0.004480
clu_83,2128,0.004455
clu_213,2127,0.004453
clu_152,2115,0.004427
clu_284,2111,0.004419
clu_35,2107,0.004411
clu_249,2106,0.004409
clu_16,2105,0.004407
clu_111,2100,0.004396
clu_219,2090,0.004375
clu_187,2086,0.004367
clu_6,2083,0.004360
clu_263,2076,0.004346
clu_160,2072,0.004337
clu_15,2061,0.004314
clu_3,2059,0.004310
clu_46,2056,0.004304
clu_88,2050,0.004291
clu_21,2050,0.004291
clu_212,2048,0.004287
clu_12,2047,0.004285
clu_43,2044,0.004279
clu_201,2036,0.004262
clu_75,2023,0.004235
clu_199,2020,0.004229
clu_190,2018,0.004224
clu_161,2015,0.004218
clu_31,2010,0.004208
clu_180,2008,0.004203
clu_80,2004,0.004195
clu_114,1993,0.004172
clu_28,1990,0.004166
clu_209,1989,0.004164
clu_133,1988,0.004162
clu_248,1980,0.004145
clu_225,1976,0.004136
clu_104,1975,0.004134
clu_202,1960,0.004103
clu_126,1948,0.004078
clu_231,1940,0.004061
clu_100,1939,0.004059
clu_145,1934,0.004049
clu_69,1927,0.004034
clu_64,1927,0.004034
clu_279,1915,0.004009
clu_47,1906,0.003990
clu_71,1900,0.003977
clu_131,1897,0.003971
clu_265,1894,0.003965
clu_222,1894,0.003965
clu_176,1893,0.003963
clu_257,1891,0.003959
clu_85,1889,0.003954
clu_4,1886,0.003948
clu_149,1880,0.003936
clu_96,1877,0.003929
clu_207,1867,0.003908
clu_61,1863,0.003900
clu_299,1863,0.003900
clu_250,1863,0.003900
clu_210,1862,0.003898
clu_87,1858,0.003889
clu_274,1854,0.003881
clu_229,1854,0.003881
clu_27,1839,0.003850
clu_56,1829,0.003829
clu_139,1826,0.003822
clu_237,1821,0.003812
clu_140,1811,0.003791
clu_155,1807,0.003783
clu_128,1801,0.003770
clu_25,1799,0.003766
clu_256,1797,0.003762
clu_255,1797,0.003762
clu_293,1792,0.003751
clu_110,1790,0.003747
clu_224,1787,0.003741
clu_158,1780,0.003726
clu_177,1776,0.003718
clu_123,1770,0.003705
clu_7,1764,0.003693
clu_142,1758,0.003680
clu_20,1757,0.003678
clu_119,1742,0.003647
clu_92,1740,0.003642
clu_63,1735,0.003632
clu_107,1732,0.003626
clu_0,1732,0.003626
clu_244,1713,0.003586
clu_267,1700,0.003559
clu_200,1694,0.003546
clu_10,1694,0.003546
clu_102,1687,0.003531
clu_41,1671,0.003498
clu_252,1670,0.003496
clu_290,1661,0.003477
clu_283,1638,0.003429
clu_291,1632,0.003416
clu_162,1625,0.003402
clu_164,1617,0.003385
clu_70,1605,0.003360
clu_109,1605,0.003360
clu_108,1590,0.003328
clu_277,1582,0.003312
clu_217,1570,0.003287
clu_175,1568,0.003282
clu_23,1561,0.003268
clu_234,1560,0.003266
clu_147,1555,0.003255
clu_195,1550,0.003245
clu_150,1545,0.003234
clu_165,1541,0.003226
clu_163,1538,0.003220
clu_77,1535,0.003213
clu_37,1521,0.003184
clu_52,1506,0.003153
clu_76,1505,0.003151
clu_169,1504,0.003148
clu_289,1501,0.003142
clu_254,1498,0.003136
clu_45,1490,0.003119
clu_287,1490,0.003119
clu_117,1476,0.003090
clu_2,1474,0.003086
clu_235,1469,0.003075
clu_138,1463,0.003063
clu_179,1461,0.003058
clu_260,1460,0.003056
clu_67,1459,0.003054
clu_53,1459,0.003054
clu_223,1458,0.003052
clu_216,1457,0.003050
clu_127,1452,0.003040
clu_275,1429,0.002991
clu_211,1423,0.002979
clu_146,1423,0.002979
clu_113,1411,0.002954
clu_286,1405,0.002941
clu_24,1385,0.002899
clu_294,1376,0.002880
clu_292,1375,0.002878
clu_228,1368,0.002864
clu_38,1360,0.002847
clu_185,1359,0.002845
clu_125,1345,0.002816
clu_298,1340,0.002805
clu_62,1324,0.002772
clu_105,1323,0.002770
clu_137,1312,0.002746
clu_220,1308,0.002738
clu_30,1304,0.002730
clu_258,1299,0.002719
clu_48,1296,0.002713
clu_173,1283,0.002686
clu_261,1281,0.002682
clu_8,1276,0.002671
clu_54,1274,0.002667
clu_233,1267,0.002652
clu_144,1255,0.002627
clu_51,1233,0.002581
clu_17,1224,0.002562
clu_14,1224,0.002562
clu_273,1220,0.002554
clu_194,1216,0.002546
clu_132,1216,0.002546
clu_115,1195,0.002502
clu_55,1185,0.002481
clu_247,1181,0.002472
clu_22,1170,0.002449
clu_73,1169,0.002447
clu_91,1167,0.002443
clu_44,1163,0.002435
clu_193,1156,0.002420
clu_159,1155,0.002418
clu_49,1151,0.002409
clu_189,1150,0.002407
clu_208,1142,0.002391
clu_11,1138,0.002382
clu_19,1137,0.002380
clu_191,1131,0.002368
clu_9,1129,0.002363
clu_1,1128,0.002361
clu_136,1126,0.002357
clu_143,1123,0.002351
clu_66,1118,0.002340
clu_172,1113,0.002330
clu_120,1112,0.002328
clu_206,1099,0.002301
clu_198,1077,0.002255
clu_227,1066,0.002232
clu_33,1056,0.002211
clu_232,1043,0.002183
clu_268,1039,0.002175
clu_13,1036,0.002169
clu_226,1023,0.002142
clu_188,1023,0.002142
clu_72,1002,0.002098
clu_239,997,0.002087
clu_153,991,0.002075
clu_203,985,0.002062
clu_230,983,0.002058
clu_168,968,0.002026
clu_95,960,0.002010
clu_84,956,0.002001
clu_58,945,0.001978
clu_130,928,0.001943
clu_26,926,0.001938
clu_50,924,0.001934
clu_170,915,0.001915
clu_32,914,0.001913
clu_135,899,0.001882
clu_197,894,0.001871
clu_282,882,0.001846
clu_129,880,0.001842
clu_297,863,0.001807
clu_182,862,0.001804
clu_276,856,0.001792
clu_184,838,0.001754
clu_98,824,0.001725
clu_39,824,0.001725
clu_204,792,0.001658
clu_74,791,0.001656
clu_141,785,0.001643
clu_174,775,0.001622
clu_93,768,0.001608
clu_97,747,0.001564
clu_186,720,0.001507
clu_241,711,0.001488
clu_285,701,0.001467
clu_18,696,0.001457
clu_269,679,0.001421
clu_242,664,0.001390
clu_134,664,0.001390
clu_89,655,0.001371
clu_124,628,0.001315
clu_29,578,0.001210
clu_57,565,0.001183
clu_156,522,0.001093
clu_116,497,0.001040
clu_295,493,0.001032
clu_112,493,0.001032
clu_79,473,0.000990
clu_94,455,0.000952
clu_270,455,0.000952
clu_101,345,0.000722
clu_214,281,0.000588
clu_253,260,0.000544
clu_40,223,0.000467
